Donation Id,Donor ID,Received Date,Created At,Amount,Deductible Amount,Total Donation Amount,Splits,Fund,Donation Type,Check Number,Check Date,Check Memo,Memo,Source,Transaction ID,Transaction Net,Letter Sent,Email Sent,Is Company?
8118936,5290531,11-Oct-17,"Wednesday, October 11, 2017 at 05:23 PM",500,500,500,$500.00 for General Support (HH PR 2017),General Support,Credit Card,,,,HH PR 2017,Individual Contributions,,500,"Monday, October 23, 2017 at 06:45 PM",,FALSE
8118941,7573827,11-Oct-17,"Wednesday, October 11, 2017 at 05:26 PM",500,500,500,$500.00 for General Support (HH PR 2017),General Support,Credit Card,,,,HH PR 2017,Individual Contributions,,500,"Monday, October 30, 2017 at 04:54 PM",,FALSE
8118942,7573824,11-Oct-17,"Wednesday, October 11, 2017 at 05:27 PM",250,250,250,$250.00 for General Support (HH PR 2017),General Support,Credit Card,,,,HH PR 2017,Individual Contributions,,250,"Thursday, October 19, 2017 at 10:21 PM",,FALSE
8118944,7573826,11-Oct-17,"Wednesday, October 11, 2017 at 05:28 PM",1000,1000,1000,"$1,000.00 for General Support (HH PR 2017)",General Support,Credit Card,,,,HH PR 2017,Corporate,,1000,"Thursday, October 19, 2017 at 09:10 PM",,FALSE
8118946,491122,11-Oct-17,"Wednesday, October 11, 2017 at 05:30 PM",250,250,250,$250.00 for General Support (HH PR 2017),General Support,Credit Card,,,,HH PR 2017,Individual Contributions,,250,"Friday, October 27, 2017 at 08:05 PM",,FALSE
8118948,5290530,11-Oct-17,"Wednesday, October 11, 2017 at 05:32 PM",390,390,390,$140.00 for Event Registration (HH 2017) and $250.00 for General Support (HH PR 2017),Event Registration and General Support,Credit Card,,,,HH 2017; HH PR 2017,Individual Contributions,,390,"Friday, October 27, 2017 at 11:12 PM",,FALSE
8118949,6759086,11-Oct-17,"Wednesday, October 11, 2017 at 05:33 PM",500,500,500,$500.00 for General Support (HH PR 2017),General Support,Credit Card,,,,HH PR 2017,Individual Contributions,,500,"Monday, October 23, 2017 at 06:42 PM",,FALSE
8118951,6569173,11-Oct-17,"Wednesday, October 11, 2017 at 05:35 PM",50,50,50,$50.00 for General Support (HH PR 2017),General Support,Credit Card,,,,HH PR 2017,Individual Contributions,,50,"Friday, October 27, 2017 at 08:09 PM",,FALSE
8118955,6759772,11-Oct-17,"Wednesday, October 11, 2017 at 05:37 PM",250,250,250,$250.00 for General Support (HH PR 2017),General Support,Credit Card,,,,HH PR 2017,Individual Contributions,,250,"Friday, October 27, 2017 at 08:14 PM",,FALSE
8118956,7688054,11-Oct-17,"Wednesday, October 11, 2017 at 05:40 PM",100,100,100,$100.00 for General Support (HH PR 2017),General Support,Credit Card,,,,HH PR 2017,Individual Contributions,,100,"Wednesday, November 15, 2017 at 10:50 PM",,FALSE
8118958,7683334,11-Oct-17,"Wednesday, October 11, 2017 at 05:43 PM",250,250,250,$250.00 for General Support (HH PR 2017),General Support,Credit Card,,,,HH PR 2017,Individual Contributions,,250,"Thursday, October 19, 2017 at 10:21 PM",,FALSE
8118961,6762429,11-Oct-17,"Wednesday, October 11, 2017 at 05:45 PM",250,250,250,$250.00 for General Support (HH PR 2017),General Support,Credit Card,,,,HH PR 2017,Individual Contributions,,250,"Friday, October 27, 2017 at 10:49 PM",,FALSE
8118963,7304315,11-Oct-17,"Wednesday, October 11, 2017 at 05:46 PM",100,100,100,$100.00 for General Support (HH PR 2017),General Support,Credit Card,,,,HH PR 2017,Individual Contributions,,100,"Monday, October 23, 2017 at 11:48 PM",,FALSE
8118969,7688059,11-Oct-17,"Wednesday, October 11, 2017 at 05:49 PM",250,250,250,$250.00 for General Support (HH PR 2017),General Support,Credit Card,,,,HH PR 2017,Individual Contributions,,250,"Tuesday, October 31, 2017 at 03:56 PM",,FALSE
8118973,6733405,11-Oct-17,"Wednesday, October 11, 2017 at 05:50 PM",1000,1000,1000,"$1,000.00 for General Support (HH PR 2017)",General Support,Credit Card,,,,HH PR 2017,Individual Contributions,,1000,"Monday, October 23, 2017 at 06:03 PM",,FALSE
8118977,7688065,11-Oct-17,"Wednesday, October 11, 2017 at 05:53 PM",250,250,250,$250.00 for General Support (HH PR 2017),General Support,Credit Card,,,,HH PR 2017,Individual Contributions,,250,"Thursday, November 02, 2017 at 06:03 PM",,FALSE
8118982,7688066,11-Oct-17,"Wednesday, October 11, 2017 at 05:56 PM",250,250,250,$250.00 for General Support (HH PR 2017),General Support,Credit Card,,,,HH PR 2017,Individual Contributions,,250,"Wednesday, November 08, 2017 at 09:45 PM",,FALSE
8118989,7688068,11-Oct-17,"Wednesday, October 11, 2017 at 05:58 PM",100,100,100,$100.00 for General Support (HH PR 2017),General Support,Credit Card,,,,HH PR 2017,Individual Contributions,,100,"Tuesday, October 31, 2017 at 08:26 PM",,FALSE
8118993,7688069,11-Oct-17,"Wednesday, October 11, 2017 at 06:00 PM",100,100,100,$100.00 for General Support (HH PR 2017),General Support,Credit Card,,,,HH PR 2017,Individual Contributions,,100,"Monday, October 30, 2017 at 05:30 PM",,FALSE
8118994,8794390,11-Oct-17,"Wednesday, October 11, 2017 at 06:01 PM",500,500,500,$500.00 for General Support (HH PR 2017),General Support,Credit Card,,,,HH PR 2017,Individual Contributions,,500,"Thursday, October 19, 2017 at 08:55 PM",,FALSE
8119009,7573164,11-Oct-17,"Wednesday, October 11, 2017 at 06:13 PM",250,250,250,$250.00 for General Support (HH PR 2017),General Support,Credit Card,,,,HH PR 2017,Individual Contributions,,250,"Thursday, October 19, 2017 at 10:19 PM",,FALSE
8119018,505797,11-Oct-17,"Wednesday, October 11, 2017 at 06:19 PM",250,250,250,$250.00 for General Support (HH PR 2017),General Support,Credit Card,,,,HH PR 2017,Individual Contributions,,250,"Friday, October 27, 2017 at 10:51 PM",,FALSE
8119023,6645229,11-Oct-17,"Wednesday, October 11, 2017 at 06:20 PM",50,50,50,$50.00 for General Support (HH PR 2017),General Support,Credit Card,,,,HH PR 2017,Individual Contributions,,50,"Friday, October 27, 2017 at 10:22 PM",,FALSE
8119027,7688086,11-Oct-17,"Wednesday, October 11, 2017 at 06:24 PM",500,500,500,$500.00 for General Support (HH PR 2017),General Support,Credit Card,,,,HH PR 2017,Individual Contributions,,500,"Friday, October 27, 2017 at 11:36 PM",,FALSE
8119030,1095401,11-Oct-17,"Wednesday, October 11, 2017 at 06:24 PM",100,100,100,$100.00 for General Support (HH PR 2017),General Support,Credit Card,,,,HH PR 2017,Individual Contributions,,100,"Friday, October 27, 2017 at 07:30 PM",,FALSE
8119036,6569164,11-Oct-17,"Wednesday, October 11, 2017 at 06:26 PM",500,500,500,$500.00 for General Support (HH PR 2017),General Support,Credit Card,,,,HH PR 2017,Individual Contributions,,500,"Monday, October 23, 2017 at 06:02 PM",,FALSE
8119123,6359776,11-Oct-17,"Wednesday, October 11, 2017 at 06:39 PM",100,100,100,$100.00 for General Support (HH PR 2017),General Support,Credit Card,,,,HH PR 2017,Individual Contributions,,100,"Friday, October 27, 2017 at 10:48 PM",,FALSE
8119126,6736667,11-Oct-17,"Wednesday, October 11, 2017 at 06:41 PM",100,100,100,$100.00 for General Support (HH PR 2017),General Support,Credit Card,,,,HH PR 2017,Individual Contributions,,100,"Friday, October 27, 2017 at 07:18 PM",,FALSE
8119129,7688093,11-Oct-17,"Wednesday, October 11, 2017 at 06:43 PM",250,250,250,$250.00 for General Support (HH PR 2017),General Support,Credit Card,,,,HH PR 2017,Individual Contributions,,250,"Thursday, October 19, 2017 at 09:15 PM",,FALSE
8119135,7688096,11-Oct-17,"Wednesday, October 11, 2017 at 06:45 PM",250,250,250,$250.00 for General Support (HH PR 2017),General Support,Credit Card,,,,HH PR 2017,Individual Contributions,,250,"Wednesday, October 25, 2017 at 11:02 PM",,FALSE
8119140,6516010,11-Oct-17,"Wednesday, October 11, 2017 at 06:47 PM",500,500,500,$500.00 for General Support (HH PR 2017),General Support,Credit Card,,,,HH PR 2017,Individual Contributions,,500,"Monday, October 23, 2017 at 06:01 PM",,FALSE
8119149,7574225,11-Oct-17,"Wednesday, October 11, 2017 at 06:49 PM",250,250,250,$250.00 for General Support (HH PR 2017),General Support,Credit Card,,,,HH PR 2017,Individual Contributions,,250,"Thursday, October 19, 2017 at 10:18 PM",,FALSE
8119153,7688100,11-Oct-17,"Wednesday, October 11, 2017 at 06:52 PM",250,250,250,$250.00 for General Support (HH PR 2017 ),General Support,Credit Card,,,,HH PR 2017 ,Individual Contributions,,250,"Friday, October 27, 2017 at 11:27 PM",,FALSE
8119155,7688101,11-Oct-17,"Wednesday, October 11, 2017 at 06:54 PM",100,100,100,$100.00 for General Support (HH PR 2017),General Support,Credit Card,,,,HH PR 2017,Individual Contributions,,100,"Monday, October 30, 2017 at 04:58 PM",,FALSE
8119156,731357,11-Oct-17,"Wednesday, October 11, 2017 at 06:55 PM",500,500,500,$500.00 for General Support (HH PR 2017),General Support,Credit Card,,,,HH PR 2017,Individual Contributions,,500,"Monday, October 23, 2017 at 06:00 PM",,FALSE
8119159,7688102,11-Oct-17,"Wednesday, October 11, 2017 at 06:58 PM",100,100,100,$100.00 for General Support (HH PR 2017),General Support,Credit Card,,,,HH PR 2017,Individual Contributions,,100,"Wednesday, November 08, 2017 at 09:33 PM",,FALSE
8119161,7688103,11-Oct-17,"Wednesday, October 11, 2017 at 07:00 PM",250,250,250,$250.00 for General Support (HH PR 2017),General Support,Credit Card,,,,HH PR 2017,Individual Contributions,,250,,,FALSE
8119163,7688104,11-Oct-17,"Wednesday, October 11, 2017 at 07:02 PM",250,250,250,$250.00 for General Support (HH PR 2017),General Support,Credit Card,,,,HH PR 2017,Individual Contributions,,250,"Monday, October 23, 2017 at 04:51 PM",,FALSE
8119165,1524132,11-Oct-17,"Wednesday, October 11, 2017 at 07:04 PM",600,600,600,$600.00 for General Support (HH PR 2017),General Support,Credit Card,,,,HH PR 2017,Individual Contributions,,600,"Monday, October 23, 2017 at 05:59 PM",,FALSE
8119167,7688107,11-Oct-17,"Wednesday, October 11, 2017 at 07:06 PM",250,250,250,$250.00 for General Support (HH PR 2017),General Support,Credit Card,,,,HH PR 2017,Individual Contributions,,250,,,FALSE
8119168,6569163,11-Oct-17,"Wednesday, October 11, 2017 at 07:08 PM",500,500,500,$500.00 for General Support (HH PR 2017),General Support,Credit Card,,,,HH PR 2017,Individual Contributions,,500,"Thursday, October 19, 2017 at 08:57 PM",,FALSE
8119170,6740768,11-Oct-17,"Wednesday, October 11, 2017 at 07:10 PM",500,500,500,$500.00 for General Support (HH PR 2017),General Support,Credit Card,,,,HH PR 2017,Individual Contributions,,500,"Monday, October 23, 2017 at 05:56 PM",,FALSE
8119179,491150,11-Oct-17,"Wednesday, October 11, 2017 at 07:12 PM",250,250,250,$250.00 for General Support (HH PR 2017),General Support,Credit Card,,,,HH PR 2017,Individual Contributions,,250,"Thursday, October 19, 2017 at 08:53 PM",,FALSE
8119187,1461950,11-Oct-17,"Wednesday, October 11, 2017 at 07:18 PM",500,500,500,$500.00 for General Support (HH PR 2017),General Support,Credit Card,,,,HH PR 2017,Individual Contributions,,500,"Monday, October 23, 2017 at 05:55 PM",,FALSE
8119196,6757055,11-Oct-17,"Wednesday, October 11, 2017 at 07:19 PM",500,500,500,$500.00 for General Support (HH PR 2017),General Support,Credit Card,,,,HH PR 2017,Individual Contributions,,500,"Monday, October 23, 2017 at 05:54 PM",,FALSE
8119203,6971843,11-Oct-17,"Wednesday, October 11, 2017 at 07:20 PM",250,250,250,$250.00 for General Support (HH PR 2017),General Support,Credit Card,,,,HH PR 2017,Individual Contributions,,250,"Friday, October 27, 2017 at 10:31 PM",,FALSE
8119222,7688122,11-Oct-17,"Wednesday, October 11, 2017 at 07:27 PM",500,500,500,$500.00 for General Support (HH PR 2017),General Support,Credit Card,,,,HH PR 2017,Individual Contributions,,500,"Friday, October 27, 2017 at 11:18 PM",,FALSE
8119224,6785458,11-Oct-17,"Wednesday, October 11, 2017 at 07:28 PM",50,50,50,$50.00 for General Support (HH PR 2017),General Support,Credit Card,,,,HH PR 2017,Individual Contributions,,50,"Thursday, October 19, 2017 at 09:03 PM",,FALSE
8119228,7688124,11-Oct-17,"Wednesday, October 11, 2017 at 07:31 PM",50,50,50,$50.00 for General Support (HH PR 2017),General Support,Credit Card,,,,HH PR 2017,Individual Contributions,,50,"Friday, October 27, 2017 at 11:41 PM",,FALSE
8119229,7688125,11-Oct-17,"Wednesday, October 11, 2017 at 07:33 PM",100,100,100,$100.00 for General Support (HH PR 2017),General Support,Credit Card,,,,HH PR 2017,Individual Contributions,,100,"Friday, October 27, 2017 at 11:43 PM",,FALSE
8119230,7688126,11-Oct-17,"Wednesday, October 11, 2017 at 07:36 PM",50,50,50,$50.00 for General Support (HH PR 2017),General Support,Credit Card,,,,HH PR 2017,Individual Contributions,,50,"Monday, October 30, 2017 at 06:24 PM",,FALSE
8119234,7688127,11-Oct-17,"Wednesday, October 11, 2017 at 07:40 PM",100,100,100,$100.00 for General Support (HH PR 2017),General Support,Credit Card,,,,HH PR 2017,Individual Contributions,,100,,,FALSE
8119236,491197,11-Oct-17,"Wednesday, October 11, 2017 at 07:42 PM",100,100,100,$100.00 for General Support (HH PR 2017),General Support,Credit Card,,,,HH PR 2017,Corporate,,100,"Friday, October 27, 2017 at 10:56 PM",,TRUE
8119237,7688129,11-Oct-17,"Wednesday, October 11, 2017 at 07:44 PM",100,100,100,$100.00 for General Support (HH PR 2017),General Support,Credit Card,,,"Aneta, Aaron Baeza and Ellie Rego pooled $ to make this bid",HH PR 2017,Individual Contributions,,100,"Friday, October 27, 2017 at 11:06 PM",,FALSE
8119241,7571547,11-Oct-17,"Wednesday, October 11, 2017 at 07:45 PM",2500,2500,2500,"$2,500.00 for General Support (HH PR 2017)",General Support,Credit Card,,,,HH PR 2017,Individual Contributions,,2500,"Thursday, October 19, 2017 at 10:15 PM",,FALSE
8119243,2572773,11-Oct-17,"Wednesday, October 11, 2017 at 07:47 PM",50,50,50,$50.00 for General Support (HH PR 2017),General Support,Credit Card,,,,HH PR 2017,Individual Contributions,,50,"Friday, October 27, 2017 at 10:44 PM",,FALSE
8119245,6928123,11-Oct-17,"Wednesday, October 11, 2017 at 07:48 PM",500,500,500,$500.00 for General Support (HH PR 2017),General Support,Credit Card,,,,HH PR 2017,Individual Contributions,,500,"Monday, October 23, 2017 at 05:52 PM",,TRUE
8119451,7665849,11-Oct-17,"Wednesday, October 11, 2017 at 10:45 PM",250,250,250,$250.00 for General Support (HH PR 2017),General Support,Check,5096,27-Sep-17,,HH PR 2017,Individual Contributions,,250,"Thursday, October 19, 2017 at 10:14 PM",,FALSE
8119462,7665844,11-Oct-17,"Wednesday, October 11, 2017 at 10:49 PM",50,50,50,$50.00 for General Support (HH PR 2017),General Support,Check,4653,27-Sep-17,,HH PR 2017,Individual Contributions,,50,"Thursday, October 19, 2017 at 10:13 PM",,FALSE
8119466,7665843,11-Oct-17,"Wednesday, October 11, 2017 at 10:51 PM",100,100,100,$100.00 for General Support (HH PR 2017),General Support,Check,1010,27-Sep-17,,HH PR 2017,Individual Contributions,,100,"Thursday, October 19, 2017 at 10:11 PM",,FALSE
8119468,7665846,11-Oct-17,"Wednesday, October 11, 2017 at 10:52 PM",100,100,100,$100.00 for General Support (HH PR 2017),General Support,Check,1178,27-Sep-17,,HH PR 2017,Individual Contributions,,100,"Thursday, October 19, 2017 at 10:10 PM",,FALSE
8119471,7688189,11-Oct-17,"Wednesday, October 11, 2017 at 10:58 PM",25,25,25,$25.00 for General Support (HH PR 2017),General Support,Check,12542,,Towards $100 pledge 9/27/2017,HH PR 2017,Individual Contributions,,25,"Thursday, October 19, 2017 at 10:08 PM",,FALSE
8119473,7688191,11-Oct-17,"Wednesday, October 11, 2017 at 11:07 PM",250,250,250,$250.00 for General Support (HH PR 2017),General Support,Check,105,29-Oct-17,,HH PR 2017,Individual Contributions,,250,"Thursday, October 19, 2017 at 10:00 PM",,FALSE
8119474,7688195,11-Oct-17,"Wednesday, October 11, 2017 at 11:11 PM",100,100,100,$100.00 for General Support (HH PR 2017),General Support,Check,4605,27-Sep-17,,HH PR 2017,Individual Contributions,,100,"Thursday, October 19, 2017 at 10:07 PM",,FALSE
8119475,7688196,11-Oct-17,"Wednesday, October 11, 2017 at 11:14 PM",250,250,250,$250.00 for General Support (HH PR 2017),General Support,Check,3971,27-Sep-17,,HH PR 2017,Corporate,,250,"Thursday, October 19, 2017 at 10:02 PM",,FALSE
8119478,7688198,11-Oct-17,"Wednesday, October 11, 2017 at 11:18 PM",1000,1000,1000,"$1,000.00 for General Support (HH PR 2017)",General Support,Check,4406,20-Sep-17,,HH PR 2017,Individual Contributions,,1000,"Thursday, October 19, 2017 at 10:02 PM",,FALSE
8119482,7688202,11-Oct-17,"Wednesday, October 11, 2017 at 11:37 PM",200,200,200,$200.00 for General Support (In Memory of Bill Martin),General Support,Check,1299,8-Oct-17,,In Memory of Bill Martin,Individual Contributions,,200,"Tuesday, November 07, 2017 at 07:19 PM",,FALSE
8119484,1207701,11-Oct-17,"Wednesday, October 11, 2017 at 11:41 PM",100,100,100,$100.00 for General Support (Monthly),General Support,Check,8269,10-Oct-17,,Monthly,Individual Contributions,,100,,,FALSE
8119486,7688203,11-Oct-17,"Wednesday, October 11, 2017 at 11:50 PM",100,100,100,$100.00 for General Support (HH PR 2017),General Support,Check,3965,2-Oct-17,,HH PR 2017,Individual Contributions,,100,"Thursday, October 19, 2017 at 10:00 PM",,FALSE
8120205,6856809,11-Oct-17,"Thursday, October 12, 2017 at 04:52 PM",3757,3757,3757,"$3,757.00 for General Support",General Support,Check,57272,28-Sep-17,,,Foundations/Grants/Government,,3757,,,TRUE
8120208,491194,11-Oct-17,"Thursday, October 12, 2017 at 04:53 PM",61.11,61.11,61.11,$61.11 for General Support,General Support,Check,15633,5-Oct-17,,,Churches & Clubs,,61.11,,,TRUE
8120211,7516801,11-Oct-17,"Thursday, October 12, 2017 at 04:54 PM",75,75,75,$75.00 for General Support (Flowers),General Support,Check,35225,8-Oct-17,,Flowers,Corporate,,75,"Tuesday, November 07, 2017 at 07:27 PM",,FALSE
8120217,7688381,11-Oct-17,"Thursday, October 12, 2017 at 04:58 PM",500,500,500,$500.00 for Targeted Donations (Cleaning Walk-In Freezer),Targeted Donations,Check,1019,10-Oct-17,,Cleaning Walk-In Freezer,Churches & Clubs,,500,,,TRUE
8120220,616582,11-Oct-17,"Thursday, October 12, 2017 at 04:59 PM",50,50,50,$50.00 for General Support,General Support,Check,10173,5-Oct-17,,,Churches & Clubs,,50,,,TRUE
8120222,7242166,11-Oct-17,"Thursday, October 12, 2017 at 05:00 PM",330,330,330,$330.00 for General Support,General Support,Check,9486,28-Sep-17,,,Churches & Clubs,,330,,,TRUE
8120620,635138,1-Oct-17,"Thursday, October 12, 2017 at 08:34 PM",20,20,20,$20.00 for General Support (Monthly),General Support,Online Donation,,,,Monthly,Individual Contributions,,20,,,FALSE
8120624,6759108,2-Oct-17,"Thursday, October 12, 2017 at 08:36 PM",83.33,83.33,83.33,$83.33 for General Support (HH PR 2017 - Monthly),General Support,Online Donation,,,,HH PR 2017 - Monthly,Individual Contributions,,83.33,"Thursday, October 26, 2017 at 09:48 PM",,FALSE
8120639,7688521,2-Oct-17,"Thursday, October 12, 2017 at 08:48 PM",25,25,25,$25.00 for General Support (HH PR 2017),General Support,Online Donation,,,,HH PR 2017,Individual Contributions,,25,"Thursday, October 19, 2017 at 09:59 PM",,FALSE
