Donation Id,Donor ID,Received Date,Created At,Amount,Deductible Amount,Total Donation Amount,Splits,Fund,Donation Type,Check Number,Check Date,Check Memo,Memo,Source,Transaction ID,Transaction Net,Letter Sent,Email Sent,Is Company?
8031451,7571580,11-Sep-17,"Monday, September 11, 2017 at 08:27 PM",4000,4000,4000,"$4,000.00 for General Support (IN KIND - gift cards)",General Support,Other,,,,IN KIND - gift cards,Individual Contributions,,4000,,,TRUE
8031531,7230335,11-Sep-17,"Monday, September 11, 2017 at 08:52 PM",280,280,280,$280.00 for Event Registration (HH 2017),Event Registration,Online Donation,,,,HH 2017,Churches & Clubs,,280,,,TRUE
8031537,6769814,11-Sep-17,"Monday, September 11, 2017 at 08:54 PM",20,20,20,$20.00 for General Support,General Support,Online Donation,,,,,Individual Contributions,,20,,,FALSE
8031556,6737424,11-Sep-17,"Monday, September 11, 2017 at 09:04 PM",35,35,35,$35.00 for Event Registration (HH 2017),Event Registration,Online Donation,,,,HH 2017,Individual Contributions,,35,,,FALSE
8034757,3941259,13-Sep-17,"Wednesday, September 13, 2017 at 04:43 PM",50,50,50,$15.00 for General Support and $35.00 for Event Registration (HH 2017),General Support and Event Registration,Online Donation,,,,; HH 2017,Individual Contributions,,50,,,FALSE
8034760,6750667,13-Sep-17,"Wednesday, September 13, 2017 at 04:45 PM",35,35,35,$35.00 for Event Registration (HH 2017),Event Registration,Online Donation,,,,HH 2017,Individual Contributions,,35,,,FALSE
8034764,491141,13-Sep-17,"Wednesday, September 13, 2017 at 04:46 PM",35,35,35,$35.00 for Event Registration (HH 2017),Event Registration,Online Donation,,,,HH 2017,Individual Contributions,,35,,,FALSE
8034766,491205,13-Sep-17,"Wednesday, September 13, 2017 at 04:47 PM",35,35,35,$35.00 for Event Registration (HH 2017),Event Registration,Online Donation,,,,HH 2017,Individual Contributions,,35,,,FALSE
8034773,8794390,13-Sep-17,"Wednesday, September 13, 2017 at 04:50 PM",35,35,35,$35.00 for Event Registration (HH 2017),Event Registration,Online Donation,,,,HH 2017,Individual Contributions,,35,,,FALSE
8034780,6279258,13-Sep-17,"Wednesday, September 13, 2017 at 04:56 PM",200,200,200,$130.00 for General Support (HH 2017) and $70.00 for Event Registration (HH 2017),General Support and Event Registration,Online Donation,,,,HH 2017; HH 2017,Individual Contributions,,200,"Tuesday, November 07, 2017 at 07:04 PM",,FALSE
8034783,6740768,13-Sep-17,"Wednesday, September 13, 2017 at 04:57 PM",100,100,100,$30.00 for General Support (HH 2017) and $70.00 for Event Registration (HH 2017),General Support and Event Registration,Online Donation,,,,HH 2017; HH 2017,Individual Contributions,,100,,,FALSE
8036181,811540,13-Sep-17,"Wednesday, September 13, 2017 at 05:29 PM",70,70,70,$70.00 for Event Registration (HH 2017),Event Registration,Check,5101,,,HH 2017,Individual Contributions,,70,,,FALSE
8036185,491209,13-Sep-17,"Wednesday, September 13, 2017 at 05:31 PM",200,200,200,$200.00 for Event Registration (HH 2017 - cannot attend),Event Registration,Check,8073,9-Sep-17,,HH 2017 - cannot attend,Individual Contributions,,200,"Wednesday, September 13, 2017 at 11:03 PM",,FALSE
8036187,1200734,13-Sep-17,"Wednesday, September 13, 2017 at 05:32 PM",50,50,50,$50.00 for General Support (HH 2017 - cannot attend),General Support,Check,7100,10-Sep-17,,HH 2017 - cannot attend,Individual Contributions,,50,"Wednesday, September 13, 2017 at 11:01 PM",,FALSE
8037177,7573164,13-Sep-17,"Wednesday, September 13, 2017 at 08:42 PM",70,70,70,$70.00 for Event Registration (HH 2017),Event Registration,Online Donation,,,,HH 2017,Individual Contributions,,70,,,FALSE
8038305,1095401,14-Sep-17,"Thursday, September 14, 2017 at 05:07 PM",280,280,280,$280.00 for Event Registration (HH 2017),Event Registration,Check,6854,5-Sep-17,,HH 2017,Individual Contributions,,280,,,FALSE
8038309,1524132,14-Sep-17,"Thursday, September 14, 2017 at 05:10 PM",70,70,70,$70.00 for Event Registration (HH 2017),Event Registration,Check,7045,11-Sep-17,,HH 2017,Individual Contributions,,70,,,FALSE
8038323,7573569,14-Sep-17,"Thursday, September 14, 2017 at 05:16 PM",100,100,100,$100.00 for General Support (In Memory of Bill Martin),General Support,Check,1845,1-Sep-17,,In Memory of Bill Martin,Individual Contributions,,100,"Thursday, September 14, 2017 at 05:17 PM",,FALSE
8038364,6154959,14-Sep-17,"Thursday, September 14, 2017 at 05:35 PM",100,100,100,$100.00 for General Support (HH 2017 - cannot attend),General Support,Check,330853,11-Sep-17,,HH 2017 - cannot attend,Corporate,,100,,,TRUE
8038590,7688531,14-Sep-17,"Thursday, September 14, 2017 at 08:12 PM",35,35,35,$35.00 for Event Registration (HH 2017),Event Registration,Online Donation,,,,HH 2017,Corporate,,35,,,FALSE
8038593,6736667,14-Sep-17,"Thursday, September 14, 2017 at 08:13 PM",35,35,35,$35.00 for Event Registration (HH 2017),Event Registration,Online Donation,,,,HH 2017,Corporate,,35,,,FALSE
8038602,6733405,14-Sep-17,"Thursday, September 14, 2017 at 08:15 PM",35,35,35,$35.00 for Event Registration (HH 2017),Event Registration,Online Donation,,,,HH 2017,Corporate,,35,,,FALSE
8038838,491233,25-Jul-17,"Thursday, September 14, 2017 at 10:42 PM",500,500,500,$500.00 for Event Registration (HH 2017),Event Registration,Online Donation,,,,HH 2017,Corporate,,500,,,FALSE
8040084,731357,14-Sep-17,"Friday, September 15, 2017 at 06:39 PM",70,70,70,$70.00 for Event Registration (HH 2017),Event Registration,Check,2969,11-Sep-17,,HH 2017,Individual Contributions,,70,,,FALSE
8040086,6359776,14-Sep-17,"Friday, September 15, 2017 at 06:43 PM",35,35,35,$35.00 for Event Registration (HH 2017),Event Registration,Check (Business),1621,14-Sep-17,,HH 2017,Individual Contributions,,35,,,FALSE
8040087,6362977,14-Sep-17,"Friday, September 15, 2017 at 06:46 PM",35,35,35,$35.00 for Event Registration (HH 2017),Event Registration,Check,2536,14-Sep-17,,HH 2017,Individual Contributions,,35,,,FALSE
8040089,7574220,14-Sep-17,"Friday, September 15, 2017 at 06:47 PM",35,35,35,$35.00 for Event Registration (HH 2017),Event Registration,Check,1003,14-Sep-17,,HH 2017,Individual Contributions,,35,,,FALSE
8040093,7574225,14-Sep-17,"Friday, September 15, 2017 at 06:51 PM",35,35,35,$35.00 for Event Registration (HH 2017),Event Registration,Check,279,13-Sep-17,,HH 2017,Individual Contributions,,35,,,FALSE
8040095,505797,14-Sep-17,"Friday, September 15, 2017 at 06:52 PM",35,35,35,$35.00 for Event Registration (HH 2017),Event Registration,Check,4009,7-Sep-17,,HH 2017,Individual Contributions,,35,,,FALSE
8040106,6777197,14-Sep-17,"Friday, September 15, 2017 at 06:53 PM",35,35,35,$35.00 for Event Registration (HH 2017),Event Registration,Check,20647,13-Sep-17,From Stehn Family Funeral Homes,HH 2017,Individual Contributions,,35,,,FALSE
8040119,7516801,14-Sep-17,"Friday, September 15, 2017 at 06:57 PM",100,100,100,$100.00 for General Support (HH 2017 - cannot attend),General Support,Check (Business),35167,13-Sep-17,,HH 2017 - cannot attend,Corporate,,100,"Friday, September 15, 2017 at 10:38 PM",,FALSE
8040123,7516801,14-Sep-17,"Friday, September 15, 2017 at 06:58 PM",50,50,50,$50.00 for General Support (Flowers),General Support,Check (Business),35160,13-Sep-17,,Flowers,Corporate,,50,"Friday, September 15, 2017 at 10:39 PM",,FALSE
8042716,491197,18-Sep-17,"Monday, September 18, 2017 at 03:36 PM",280,280,280,$280.00 for Event Registration (HH 2017),Event Registration,Online Donation,,,,HH 2017,Corporate,,280,,,TRUE
8042722,6590912,17-Sep-17,"Monday, September 18, 2017 at 03:37 PM",22,22,22,$22.00 for General Support (Monthly),General Support,Online Donation,,,,Monthly,Individual Contributions,,22,,,FALSE
8042734,6759775,18-Sep-17,"Monday, September 18, 2017 at 03:41 PM",35,35,35,$35.00 for Event Registration (HH 2017),Event Registration,Online Donation,,,,HH 2017,Individual Contributions,,35,,,FALSE
8042831,811527,18-Sep-17,"Monday, September 18, 2017 at 04:56 PM",70,70,70,$70.00 for Event Registration (HH 2017),Event Registration,Check,15272,12-Sep-17,,HH 2017,Individual Contributions,,70,,,FALSE
8046673,6915745,8-Aug-17,"Monday, September 18, 2017 at 08:56 PM",50,50,50,$50.00 for Targeted Donations (Monthly - Clothing Room),Targeted Donations,Online Donation,,,,Monthly - Clothing Room,Individual Contributions,,50,,,FALSE
8046680,6928123,6-Aug-17,"Monday, September 18, 2017 at 08:58 PM",100,100,100,$100.00 for General Support,General Support,Online Donation,,,,,Individual Contributions,,100,,,TRUE
8046847,7603239,6-Aug-17,"Monday, September 18, 2017 at 11:23 PM",280,280,280,$280.00 for Event Registration (HH 2017),Event Registration,Online Donation,,,,HH 2017,Corporate,,280,,,TRUE
8046852,491150,18-Sep-17,"Monday, September 18, 2017 at 11:24 PM",85,85,85,$50.00 for General Support (HH 2017) and $35.00 for Event Registration (HH 2017),General Support and Event Registration,Online Donation,,,,HH 2017; HH 2017,Individual Contributions,,85,,,FALSE
8046874,7603243,6-Aug-17,"Monday, September 18, 2017 at 11:29 PM",35,35,35,$35.00 for Event Registration (HH 2017),Event Registration,Online Donation,,,,HH 2017,Individual Contributions,,35,,,FALSE
8046890,7603246,12-Sep-17,"Monday, September 18, 2017 at 11:41 PM",1000,1000,1000,"$1,000.00 for General Support",General Support,Check,652011469,12-Sep-17,,,Corporate,,1000,,,TRUE
8046894,4760148,12-Sep-17,"Monday, September 18, 2017 at 11:46 PM",105,105,105,$35.00 for General Support (HH 2017) and $70.00 for Event Registration (HH 2017),General Support and Event Registration,Online Donation,,,,HH 2017; HH 2017,Individual Contributions,,105,"Tuesday, November 07, 2017 at 08:16 PM",,FALSE
8049809,848500,20-Sep-17,"Wednesday, September 20, 2017 at 05:16 PM",70,70,70,$70.00 for Event Registration (HH 2017),Event Registration,Online Donation,,,,HH 2017,Individual Contributions,,70,,,FALSE
8051366,7101148,21-Sep-17,"Thursday, September 21, 2017 at 04:01 PM",35,35,35,$35.00 for General Support (HH 2017 - cannot attend),General Support,Check,2446,18-Sep-17,,HH 2017 - cannot attend,Individual Contributions,,35,"Thursday, September 21, 2017 at 04:02 PM",,FALSE
8051385,7369459,21-Sep-17,"Thursday, September 21, 2017 at 04:10 PM",50,50,50,$50.00 for General Support (Monthly),General Support,Online Donation,,,,Monthly,Individual Contributions,,50,,,FALSE
8051404,811587,21-Sep-17,"Thursday, September 21, 2017 at 04:19 PM",50,50,50,$50.00 for General Support (In memory of Bill Martin),General Support,Check,1094,18-Sep-17,,In memory of Bill Martin,Individual Contributions,,50,,,FALSE
8052375,6784511,21-Sep-17,"Thursday, September 21, 2017 at 08:23 PM",150,150,150,$80.00 for General Support and $70.00 for Event Registration (HH 2017),General Support and Event Registration,Online Donation,,,,; HH 2017,Individual Contributions,,150,"Tuesday, November 07, 2017 at 06:49 PM",,FALSE
8084129,6437539,2-Oct-17,"Monday, October 02, 2017 at 10:46 PM",5000,5000,5000,"$5,000.00 for Event Registration (HH 2017)",Event Registration,Check (Business),666816,14-Sep-17,,HH 2017,Corporate,,5000,,,FALSE
8088834,6282876,3-Oct-17,"Wednesday, October 04, 2017 at 07:56 PM",50,50,50,$50.00 for General Support,General Support,Cash,,,,,Individual Contributions,,50,,,FALSE
8088857,2378397,4-Oct-17,"Wednesday, October 04, 2017 at 08:02 PM",20,20,20,$20.00 for General Support (HH PR 2017),General Support,Cash,,,,HH PR 2017,Individual Contributions,,20,,,FALSE
8088859,6554478,4-Oct-17,"Wednesday, October 04, 2017 at 08:03 PM",100,100,100,$100.00 for General Support (HH PR 2017),General Support,Cash,,,,HH PR 2017,Individual Contributions,,100,"Thursday, October 19, 2017 at 08:56 PM",,FALSE
8088875,7665252,4-Oct-17,"Wednesday, October 04, 2017 at 08:09 PM",25,25,25,$25.00 for General Support (HH PR 2017),General Support,Cash,,,,HH PR 2017,Individual Contributions,,25,"Thursday, October 19, 2017 at 10:23 PM",,FALSE
8088892,7665255,4-Oct-17,"Wednesday, October 04, 2017 at 08:15 PM",50,50,50,$50.00 for General Support (HH PR 2017),General Support,Cash,,,,HH PR 2017,Individual Contributions,,50,"Thursday, October 19, 2017 at 10:24 PM",,FALSE
8088917,6963765,4-Oct-17,"Wednesday, October 04, 2017 at 08:31 PM",1205,1205,1205,"$105.00 for Event Registration (HH 2017) and $1,100.00 for General Support (HH PR 2017)",Event Registration and General Support,Check,4026,27-Sep-17,,HH 2017; HH PR 2017,Individual Contributions,,1205,"Thursday, October 19, 2017 at 09:04 PM",,FALSE
8089092,491141,4-Oct-17,"Wednesday, October 04, 2017 at 10:36 PM",100,100,100,$100.00 for General Support (HH PR 2017),General Support,Check,7226,27-Sep-17,,HH PR 2017,Individual Contributions,,100,"Friday, October 27, 2017 at 08:17 PM",,FALSE
8089094,7398010,4-Oct-17,"Wednesday, October 04, 2017 at 10:38 PM",50,50,50,$50.00 for General Support (HH PR 2017),General Support,Check,4721,27-Sep-17,,HH PR 2017,Individual Contributions,,50,"Friday, October 27, 2017 at 07:47 PM",,FALSE
8089097,1170263,4-Oct-17,"Wednesday, October 04, 2017 at 10:41 PM",1000,1000,1000,"$1,000.00 for General Support (HH PR 2017)",General Support,Check,3850719,17-Apr-17,,HH PR 2017,Individual Contributions,,1000,"Friday, October 27, 2017 at 07:36 PM",,FALSE
8089099,1170263,4-Oct-17,"Wednesday, October 04, 2017 at 10:41 PM",500,500,500,$500.00 for General Support (HH PR 2017),General Support,Check,1451,27-Sep-17,,HH PR 2017,Individual Contributions,,500,"Monday, October 23, 2017 at 07:30 PM",,FALSE
8089106,6750667,4-Oct-17,"Wednesday, October 04, 2017 at 10:49 PM",100,100,100,$100.00 for General Support (HH PR 2017),General Support,Check,3659,27-Sep-17,,HH PR 2017,Individual Contributions,,100,"Friday, October 27, 2017 at 07:37 PM",,FALSE
8090057,6516010,5-Oct-17,"Thursday, October 05, 2017 at 05:09 PM",70,70,70,$70.00 for Event Registration (HH 2017),Event Registration,Check,2426,5-Oct-17,,HH 2017,Individual Contributions,,70,,,FALSE
8090079,6173346,5-Oct-17,"Thursday, October 05, 2017 at 05:18 PM",250,250,250,$250.00 for General Support (HH PR 2017),General Support,Check,8158,2-Oct-17,,HH PR 2017,Individual Contributions,,250,"Friday, October 27, 2017 at 07:45 PM",,FALSE
8090095,6279258,5-Oct-17,"Thursday, October 05, 2017 at 05:23 PM",500,500,500,$500.00 for General Support (HH PR 2017),General Support,Check,9625,27-Sep-17,,HH PR 2017,Individual Contributions,,500,"Monday, October 23, 2017 at 07:11 PM",,FALSE
8090110,6757295,5-Oct-17,"Thursday, October 05, 2017 at 05:28 PM",1500,1500,1500,"$1,500.00 for General Support (HH PR 2017)",General Support,Check,1276,27-Sep-17,,HH PR 2017,Individual Contributions,,1500,"Monday, October 23, 2017 at 07:08 PM",,FALSE
8090130,7716755,5-Oct-17,"Thursday, October 05, 2017 at 05:37 PM",50,50,50,$50.00 for General Support (HH PR 2017),General Support,Check,10877,27-Sep-17,,HH PR 2017,Individual Contributions,,50,"Friday, October 27, 2017 at 07:42 PM",,FALSE
8090131,7716755,5-Oct-17,"Thursday, October 05, 2017 at 05:38 PM",50,50,50,$50.00 for General Support (HH PR 2017),General Support,Check,10878,27-Sep-17,,HH PR 2017,Individual Contributions,,50,"Friday, October 27, 2017 at 07:41 PM",,FALSE
8090136,6785455,5-Oct-17,"Thursday, October 05, 2017 at 05:41 PM",25,25,25,$25.00 for General Support (HH PR 2017),General Support,Check,7304,27-Sep-17,,HH PR 2017,Individual Contributions,,25,"Thursday, October 19, 2017 at 09:00 PM",,FALSE
8090141,6738758,5-Oct-17,"Thursday, October 05, 2017 at 05:45 PM",500,500,500,$500.00 for General Support (HH PR 2017),General Support,Check,5535,27-Sep-17,,HH PR 2017,Individual Contributions,,500,"Monday, October 23, 2017 at 07:02 PM",,FALSE
8090149,985024,5-Oct-17,"Thursday, October 05, 2017 at 05:47 PM",250,250,250,$250.00 for General Support (HH PR 2017),General Support,Check,1032,27-Sep-17,,HH PR 2017,Individual Contributions,,250,"Friday, October 27, 2017 at 07:31 PM",,FALSE
8090213,7573819,5-Oct-17,"Thursday, October 05, 2017 at 05:52 PM",100,100,100,$100.00 for General Support (HH PR 2017),General Support,Check,1019,27-Sep-17,,HH PR 2017,Individual Contributions,,100,"Thursday, October 19, 2017 at 10:23 PM",,FALSE
8090218,6250627,5-Oct-17,"Thursday, October 05, 2017 at 05:54 PM",500,500,500,$500.00 for General Support (HH PR 2017),General Support,Check,897,26-Sep-17,,HH PR 2017,Individual Contributions,,500,"Monday, October 23, 2017 at 07:00 PM",,FALSE
8090232,811527,5-Oct-17,"Thursday, October 05, 2017 at 06:00 PM",250,250,250,$250.00 for General Support (HH PR 2017),General Support,Check,15273,27-Sep-17,,HH PR 2017,Individual Contributions,,250,"Friday, October 27, 2017 at 11:14 PM",,FALSE
8090240,2378402,5-Oct-17,"Thursday, October 05, 2017 at 06:02 PM",200,200,200,$200.00 for General Support (HH PR 2017),General Support,Check,5776,27-Sep-17,,HH PR 2017,Individual Contributions,,200,"Friday, October 27, 2017 at 07:32 PM",,FALSE
8090255,1603904,5-Oct-17,"Thursday, October 05, 2017 at 06:06 PM",50,50,50,$50.00 for General Support (HH PR 2017),General Support,Check,1271,27-Sep-17,,HH PR 2017,Individual Contributions,,50,"Friday, October 27, 2017 at 08:39 PM",,FALSE
8090849,6154796,5-Oct-17,"Thursday, October 05, 2017 at 09:48 PM",25,25,25,$25.00 for General Support (Rent October),General Support,Check,1359,1-Oct-17,,Rent October,Churches & Clubs,,25,,,TRUE
8090851,2397587,5-Oct-17,"Thursday, October 05, 2017 at 09:51 PM",500,500,500,$500.00 for General Support,General Support,Check,5085,1-Oct-17,,,Individual Contributions,,500,"Wednesday, November 08, 2017 at 12:07 AM",,FALSE
8090854,491179,5-Oct-17,"Thursday, October 05, 2017 at 09:55 PM",100,100,100,$100.00 for General Support (Monthly),General Support,Check,5029,1-Oct-17,,Monthly,Individual Contributions,,100,,,FALSE
8090855,6856809,5-Oct-17,"Thursday, October 05, 2017 at 09:58 PM",3934.99,3934.99,3934.99,"$3,934.99 for General Support",General Support,Check,57143,25-Sep-17,,,Foundations/Grants/Government,,3934.99,,,TRUE
8090857,7199761,5-Oct-17,"Thursday, October 05, 2017 at 10:00 PM",375,375,375,$375.00 for General Support (material support for clients),General Support,Check,9895,27-Sep-17,,material support for clients,Churches & Clubs,,375,,,TRUE
8090859,491194,5-Oct-17,"Thursday, October 05, 2017 at 10:03 PM",73,73,73,$73.00 for General Support,General Support,Check,15616,19-Sep-17,,,Churches & Clubs,,73,,,TRUE
8090861,491144,5-Oct-17,"Thursday, October 05, 2017 at 10:04 PM",100,100,100,$100.00 for General Support,General Support,Check,5776,16-Sep-17,,,Individual Contributions,,100,"Wednesday, November 08, 2017 at 12:03 AM",,FALSE
8090862,5780124,5-Oct-17,"Thursday, October 05, 2017 at 10:09 PM",35,35,35,$35.00 for General Support (Employee contributions),General Support,Check,533169,25-Sep-17,,Employee contributions,Individual Contributions,,35,,,TRUE
8092359,6154809,21-Sep-17,"Friday, October 06, 2017 at 10:50 PM",147,147,147,$147.00 for General Support,General Support,Online Donation,,,,,Churches & Clubs,,147,,,TRUE
8092360,7668506,21-Sep-17,"Friday, October 06, 2017 at 10:53 PM",35,35,35,$35.00 for Event Registration (HH 2017),Event Registration,Online Donation,,,,HH 2017,Individual Contributions,,35,,,FALSE
8107393,6967389,28-Sep-17,"Sunday, October 08, 2017 at 04:20 PM",2500,2500,2500,"$2,500.00 for General Support (HH PR 2017)",General Support,Online Donation,,,,HH PR 2017,Corporate,,2500,"Thursday, October 19, 2017 at 09:06 PM",,FALSE
8107395,6154809,25-Sep-17,"Sunday, October 08, 2017 at 04:24 PM",200,200,200,$200.00 for General Support (In Memory of Bill Martin),General Support,Online Donation,,,,In Memory of Bill Martin,Churches & Clubs,,200,"Tuesday, November 07, 2017 at 07:20 PM",,TRUE
8116807,6499430,4-Aug-17,"Tuesday, October 10, 2017 at 05:47 PM",5412,5412,5412,"$5,412.00 for General Support (Fire)",General Support,Check,1717,,,Fire,Corporate,,5412,,,TRUE
8117395,6335895,10-Oct-17,"Tuesday, October 10, 2017 at 11:13 PM",250,250,250,$250.00 for General Support (HH PR 2017),General Support,Credit Card,,,,HH PR 2017,Individual Contributions,,250,"Friday, October 27, 2017 at 11:10 PM",,FALSE
8117397,7716745,10-Oct-17,"Tuesday, October 10, 2017 at 11:14 PM",50,50,50,$50.00 for General Support (HH PR 2017),General Support,Credit Card,,,,HH PR 2017,Individual Contributions,,50,"Friday, October 27, 2017 at 10:40 PM",,FALSE
8117399,3488105,10-Oct-17,"Tuesday, October 10, 2017 at 11:15 PM",500,500,500,$500.00 for General Support (HH PR 2017),General Support,Credit Card,,,,HH PR 2017,Individual Contributions,,500,"Monday, October 23, 2017 at 06:58 PM",,FALSE
8117401,491233,10-Oct-17,"Tuesday, October 10, 2017 at 11:17 PM",250,250,250,$250.00 for General Support (HH PR 2017),General Support,Credit Card,,,,HH PR 2017,Individual Contributions,,250,"Monday, October 23, 2017 at 06:56 PM",,FALSE
8117403,6759082,10-Oct-17,"Tuesday, October 10, 2017 at 11:18 PM",250,250,250,$250.00 for General Support (HH PR 2017),General Support,Credit Card,,,,HH PR 2017,Individual Contributions,,250,"Friday, October 27, 2017 at 11:11 PM",,FALSE
8117408,6757050,10-Oct-17,"Tuesday, October 10, 2017 at 11:20 PM",500,500,500,$500.00 for General Support (HH PR 2017),General Support,Credit Card,,,,HH PR 2017,Individual Contributions,,500,"Monday, October 23, 2017 at 06:54 PM",,FALSE
8117410,6607051,10-Oct-17,"Tuesday, October 10, 2017 at 11:21 PM",500,500,500,$500.00 for General Support (HH PR 2017),General Support,Credit Card,,,,HH PR 2017,Individual Contributions,,500,"Monday, October 23, 2017 at 06:52 PM",,FALSE
8117413,491151,10-Oct-17,"Tuesday, October 10, 2017 at 11:22 PM",1500,1500,1500,"$1,500.00 for General Support (HH PR 2017)",General Support,Credit Card,,,,HH PR 2017,Individual Contributions,,1500,"Monday, October 23, 2017 at 06:51 PM",,FALSE
8117414,6758546,10-Oct-17,"Tuesday, October 10, 2017 at 11:25 PM",100,100,100,$100.00 for General Support (HH PR 2017),General Support,Credit Card,,,,HH PR 2017,Individual Contributions,,100,"Friday, October 27, 2017 at 10:29 PM",,FALSE
8117416,6237041,10-Oct-17,"Tuesday, October 10, 2017 at 11:26 PM",500,500,500,$500.00 for General Support (HH PR 2017),General Support,Credit Card,,,,HH PR 2017,Individual Contributions,,500,"Monday, October 23, 2017 at 06:49 PM",,FALSE
8117418,2234070,10-Oct-17,"Tuesday, October 10, 2017 at 11:28 PM",250,250,250,$250.00 for General Support (HH PR 2017),General Support,Credit Card,,,,HH PR 2017,Individual Contributions,,250,"Friday, October 27, 2017 at 10:21 PM",,FALSE
8117421,6759774,10-Oct-17,"Tuesday, October 10, 2017 at 11:32 PM",100,100,100,$100.00 for General Support (HH PR 2017),General Support,Credit Card,,,,HH PR 2017,Individual Contributions,,100,"Friday, October 27, 2017 at 10:35 PM",,FALSE
8117428,7683960,10-Oct-17,"Tuesday, October 10, 2017 at 11:38 PM",250,250,250,$250.00 for General Support (HH PR 2017),General Support,Credit Card,,,,HH PR 2017,Individual Contributions,,250,"Monday, October 23, 2017 at 11:49 PM",,FALSE
8117433,7683999,10-Oct-17,"Tuesday, October 10, 2017 at 11:41 PM",750,750,750,$750.00 for General Support (HH PR 2017),General Support,Credit Card,,,,HH PR 2017,Individual Contributions,,750,"Monday, October 23, 2017 at 04:50 PM",,FALSE
8117448,6738684,10-Oct-17,"Tuesday, October 10, 2017 at 11:58 PM",250,250,250,$250.00 for General Support (HH PR 2017),General Support,Credit Card,,,,HH PR 2017,Individual Contributions,,250,"Friday, October 27, 2017 at 10:35 PM",,FALSE
8117453,6282836,10-Oct-17,"Tuesday, October 10, 2017 at 11:59 PM",100,100,100,$100.00 for General Support (HH PR 2017),General Support,Credit Card,,,,HH PR 2017,Individual Contributions,,100,"Friday, October 27, 2017 at 10:30 PM",,FALSE
8117456,6759775,10-Oct-17,"Wednesday, October 11, 2017 at 12:00 AM",250,250,250,$250.00 for General Support (HH PR 2017),General Support,Credit Card,,,,HH PR 2017,Individual Contributions,,250,"Friday, October 27, 2017 at 10:34 PM",,FALSE
8118860,6173350,11-Oct-17,"Wednesday, October 11, 2017 at 04:56 PM",500,500,500,$500.00 for General Support (HH PR 2017),General Support,Credit Card,,,,HH PR 2017,Individual Contributions,,500,"Monday, October 23, 2017 at 06:47 PM",,FALSE
8118863,6737977,11-Oct-17,"Wednesday, October 11, 2017 at 04:58 PM",250,250,250,$250.00 for General Support (HH PR 2017),General Support,Credit Card,,,,HH PR 2017,Individual Contributions,,250,"Friday, October 27, 2017 at 07:16 PM",,FALSE
8118886,7688027,11-Oct-17,"Wednesday, October 11, 2017 at 05:03 PM",100,100,100,$100.00 for General Support (HH PR 2017),General Support,Credit Card,,,,HH PR 2017,Individual Contributions,,100,"Friday, October 27, 2017 at 07:58 PM",,FALSE
8118890,7573815,11-Oct-17,"Wednesday, October 11, 2017 at 05:04 PM",500,500,500,$500.00 for General Support (HH PR 2017),General Support,Credit Card,,,,HH PR 2017,Individual Contributions,,500,"Monday, October 23, 2017 at 04:48 PM",,FALSE
8118895,848500,11-Oct-17,"Wednesday, October 11, 2017 at 05:05 PM",250,250,250,$250.00 for General Support (HH PR 2017),General Support,Credit Card,,,,HH PR 2017,Individual Contributions,,250,"Friday, October 27, 2017 at 08:00 PM",,FALSE
8118903,6777765,11-Oct-17,"Wednesday, October 11, 2017 at 05:09 PM",500,500,500,$500.00 for General Support (HH PR 2017),General Support,Credit Card,,,,HH PR 2017,Individual Contributions,,500,"Monday, October 23, 2017 at 06:47 PM",,FALSE
8118908,7668413,11-Oct-17,"Wednesday, October 11, 2017 at 05:10 PM",500,500,500,$500.00 for General Support (HH PR 2017),General Support,Credit Card,,,,HH PR 2017,Individual Contributions,,500,"Thursday, October 19, 2017 at 10:22 PM",,FALSE
8118923,6759115,11-Oct-17,"Wednesday, October 11, 2017 at 05:12 PM",100,100,100,$100.00 for General Support (HH PR 2017),General Support,Credit Card,,,,HH PR 2017,Individual Contributions,,100,"Monday, October 23, 2017 at 05:01 PM",,FALSE
8118925,7688048,11-Oct-17,"Wednesday, October 11, 2017 at 05:15 PM",50,50,50,$50.00 for General Support (HH PR 2017),General Support,Credit Card,,,,HH PR 2017,Individual Contributions,,50,"Monday, October 23, 2017 at 08:53 PM",,FALSE
8118927,6362975,11-Oct-17,"Wednesday, October 11, 2017 at 05:15 PM",250,250,250,$250.00 for General Support (HH PR 2017),General Support,Credit Card,,,,HH PR 2017,Individual Contributions,,250,"Friday, October 27, 2017 at 08:04 PM",,FALSE
8118929,6362979,11-Oct-17,"Wednesday, October 11, 2017 at 05:16 PM",500,500,500,$500.00 for General Support (HH PR 2017),General Support,Credit Card,,,,HH PR 2017,Individual Contributions,,500,"Monday, October 23, 2017 at 06:46 PM",,FALSE
8118931,6737424,11-Oct-17,"Wednesday, October 11, 2017 at 05:17 PM",250,250,250,$250.00 for General Support (HH PR 2017),General Support,Credit Card,,,,HH PR 2017,Corporate,,250,"Friday, October 27, 2017 at 10:32 PM",,FALSE
8118935,7573823,11-Oct-17,"Wednesday, October 11, 2017 at 05:21 PM",1000,1000,1000,"$1,000.00 for General Support (HH PR 2017)",General Support,Credit Card,,,,HH PR 2017,Individual Contributions,,1000,"Monday, October 23, 2017 at 05:48 PM",,FALSE
